type,accession_number,title,work_type,work_type,work_type,form_of_work,created_start,created_finish,created_label,created_start_qualifier,created_finish_qualifier,description,description_standard,sub_location,institution
Collection,Cylinders,Cylinder Audio Archive,http://id.loc.gov/vocabulary/resourceTypes/col.html,http://id.loc.gov/vocabulary/resourceTypes/aum.html,http://id.loc.gov/vocabulary/resourceTypes/aun.html,http://vocab.getty.edu/aat/300028640,1890,1929,late 19th century - early 20th century,approximate,approximate,"The UC Santa Barbara Library, with funding from the Institute of Museum and Library Services, Grammy Foundation and donors, has created a digital collection of more than 10,000 cylinder recordings held by the Department of Special Research Collections. This collection features all types of recordings made from the late 19th century to early 20th century, including popular songs, vaudeville acts, classical and operatic music, comedic monologues, ethnic and foreign recordings, speeches and readings. For more information, see http://cylinders.library.ucsb.edu/",local,Department of Special Research Collections,http://id.loc.gov/vocabulary/organizations/cusb
